avg_rating,book_title,author_num_unique_books,genres_str,topic 0,topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,reviews_per_month
3.72,The Proper Care and Feeding of Husbands,40.0,adult christian education family marriage non-fiction personal-development psychology relationships self-help ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.808823529411764
4.11,Women Who Run With the Wolves,54.0,feminism gender gender-studies non-fiction philosophy psychology self-help spirituality womens ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.639880952380953
4.16,Mating in Captivity,22.0,audiobook love marriage non-fiction personal-development psychology relationships science self-help sexuality ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.863095238095237
4.02,The Path Made Clear,52.0,adult audiobook inspirational memoir non-fiction personal-development philosophy psychology self-help spirituality ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91666666666667
3.65,"The Celestine Prophecy (Celestine Prophecy, #1)",96.0,adventure fantasy fiction inspirational new-age novels philosophy religion self-help spirituality ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.447530864197532
3.7,"It's Not How Good You Are, It's How Good You Want To Be",5.0,art business design inspirational leadership non-fiction personal-development productivity psychology self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.583333333333333
4.01,It's Called a Breakup Because It's Broken,16.0,adult chick-lit humor love non-fiction personal-development psychology relationships romance self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.283333333333333
3.75,The Confidence Code,13.0,audiobook business feminism gender leadership non-fiction personal-development psychology self-help womens ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.972222222222221
4.02,How to Break Up with Your Phone,19.0,adult audiobook mental-health non-fiction personal-development productivity psychology self-help technology ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,40.583333333333336
3.35,Skinny Bitch,14.0,chick-lit cookbooks cooking diets food health non-fiction nutrition self-help vegan ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.094444444444445
4.21,"Creativity, Inc.",3.0,audiobook biography business design entrepreneurship leadership management non-fiction personal-development self-help ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.893939393939394
3.95,Rework,4.0,buisness business entrepreneurship leadership management non-fiction personal-development productivity self-help technology ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.45
4.03,Women Who Love Too Much,9.0,feminism love marriage non-fiction personal-development psychology reference relationships self-help womens ,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4190476190476191
3.86,Meditation for Fidgety Skeptics,7.0,adult audiobook buddhism health mental-health non-fiction personal-development psychology self-help spirituality ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.86111111111111
4.09,The Life-Changing Manga of Tidying Up,18.0,adult graphic-novels japan japanese-literature non-fiction personal-development self-help ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.19444444444444
3.98,Unlimited Memory (Mental Mastery Book 1),6.0,business education health neuroscience non-fiction personal-development productivity psychology science self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,14.083333333333334
3.96,Made to Stick,23.0,buisness business communication design entrepreneurship leadership management non-fiction psychology self-help ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.023809523809526
4.27,The Anatomy of Peace,13.0,business inspirational leadership non-fiction parenting personal-development philosophy psychology relationships self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.464285714285714
4.09,The Little Book of Talent,30.0,audiobook business education leadership non-fiction personal-development philosophy productivity psychology self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.260416666666667
4.1,The Drama of the Gifted Child,20.0,counselling education health mental-health non-fiction parenting personal-development psychology self-help ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0528455284552845
4.24,Finish,19.0,audiobook business inspirational leadership non-fiction personal-development productivity psychology self-help writing ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.86111111111111
3.85,Think Like a Freak,20.0,audiobook business economics non-fiction personal-development philosophy psychology science self-help sociology ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.25
3.71,Declutter Your Mind (Mindfulness Books Series Book 1),50.0,audiobook education health how-to mental-health non-fiction personal-development productivity psychology self-help ,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.270833333333333
3.91,What I Wish I Knew When I Was 20,9.0,business education entrepreneurship inspirational management non-fiction personal-development philosophy psychology self-help ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.174242424242424
4.0,The Practicing Mind,6.0,audiobook business music non-fiction personal-development philosophy productivity psychology self-help spirituality ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8214285714285716
4.07,Finding Your Own North Star,19.0,business health inspirational non-fiction personal-development philosophy psychology reference self-help spirituality ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1521739130434783
3.87,The Art of Non-Conformity,26.0,audiobook business entrepreneurship inspirational non-fiction personal-development philosophy psychology self-help travel ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.027777777777779
4.11,The Code of the Extraordinary Mind,12.0,audiobook business entrepreneurship leadership non-fiction personal-development philosophy productivity psychology self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.229166666666666
4.1,Everything Is Figureoutable,11.0,audiobook business inspirational leadership non-fiction personal-development productivity psychology self-help ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
4.15,TED Talks,2.0,audiobook business communication education leadership non-fiction personal-development psychology reference self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.375
4.0,The Desire Map,24.0,adult business health non-fiction personal-development philosophy productivity psychology self-help spirituality ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665
3.49,The First 20 Hours,11.0,audiobook business education how-to non-fiction personal-development productivity psychology reference self-help ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.357142857142857
4.01,The Seat of the Soul,23.0,inspirational metaphysics new-age non-fiction personal-development philosophy psychology religion self-help spirituality ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1774193548387095
4.08,The 5 Elements of Effective Thinking,51.0,audiobook business education mathematics non-fiction personal-development philosophy productivity psychology self-help ,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.072916666666667
3.85,It's All Too Much,47.0,adult audiobook how-to inspirational non-fiction personal-development productivity psychology reference self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.738095238095238
4.01,The Feeling Good Handbook,13.0,counselling health mental-health mental-illness non-fiction personal-development philosophy psychology reference self-help ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3951612903225806
4.02,The Chimp Paradox,8.0,audiobook business management non-fiction personal-development philosophy productivity psychology science self-help ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333
3.79,The More of Less,10.0,adult audiobook christian health inspirational non-fiction personal-development philosophy productivity self-help ,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.854166666666668
4.19,Mindfulness in Plain English,30.0,buddhism health non-fiction personal-development philosophy psychology religion self-help spirituality zen ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.455357142857143
4.28,The Body Is Not an Apology,7.0,audiobook feminism health mental-health non-fiction psychology queer race self-help social-justice ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25
4.09,Search Inside Yourself,8.0,buddhism business health leadership non-fiction personal-development philosophy psychology self-help spirituality ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84375
4.15,Tiny Habits,12.0,audiobook business health mental-health non-fiction personal-development productivity psychology science self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.416666666666664
3.9,You Can Win,16.0,business inspirational management non-fiction personal-development philosophy productivity psychology self-help ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.2954545454545454
3.93,Introvert Power,7.0,health mental-health non-fiction personal-development philosophy psychology relationships science self-help sociology ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5555555555555554
4.05,Mind Over Mood,8.0,counselling health mental-health non-fiction personal-development psychology reference science self-help social-work ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334
4.22,"Zen Mind, Beginner's Mind",20.0,buddhism japan non-fiction personal-development philosophy psychology religion self-help spirituality zen ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.17
3.65,Self Matters,52.0,health inspirational mental-health non-fiction personal-development psychology relationships self-help spirituality ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5657894736842105
4.13,Driven to Distraction,47.0,education health medical mental-health non-fiction parenting psychology reference science self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7916666666666667
4.28,How to Have Confidence and Power in Dealing with People,11.0,business communication leadership management non-fiction personal-development psychology relationships self-help social ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2526041666666667
3.81,Games People Play,24.0,business communication non-fiction personal-development philosophy psychology relationships science self-help sociology ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5491071428571428
3.88,The Energy Bus,54.0,audiobook buisness business education inspirational leadership non-fiction personal-development psychology self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.91025641025641
4.16,Radical Candor,6.0,audiobook buisness business communication leadership management non-fiction personal-development psychology self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.47222222222222
4.31,Tuổi Trẻ Đáng Giá Bao Nhiêu,4.0,education inspirational non-fiction personal-development philosophy self-help travel ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,76.19444444444444
3.9,Organizing from the Inside Out,12.0,audiobook business how-to leadership non-fiction personal-development productivity psychology reference self-help ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1363636363636365
4.21,Turning Pro,53.0,art business entrepreneurship non-fiction personal-development philosophy productivity psychology self-help writing ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.020833333333333
3.76,Nice Girls Don't Get the Corner Office,21.0,audiobook buisness business feminism leadership non-fiction personal-development psychology self-help womens ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9114583333333335
4.02,The Little Book of Lykke,9.0,audiobook cultural health inspirational non-fiction personal-development philosophy psychology self-help sociology ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.61111111111111
4.03,All I Really Need to Know I Learned in Kindergarten,41.0,classics essays humor inspirational memoir non-fiction philosophy psychology self-help short-stories ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4401041666666665
4.5,Why Does He Do That?,8.0,abuse feminism gender mental-health non-fiction psychology relationships self-help sociology womens ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.611111111111111
4.17,The Anxiety and Phobia Workbook,18.0,counselling health mental-health mental-illness non-fiction personal-development psychology reference science self-help ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.39444444444444443
4.03,Buddha's Brain,38.0,buddhism neuroscience non-fiction personal-development philosophy psychology religion science self-help spirituality ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.386363636363637
4.11,The Traveler's Gift,71.0,business christian fiction inspirational leadership personal-development self-help spirituality ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.824074074074074
3.74,The Game,33.0,biography love memoir non-fiction personal-development psychology relationships romance self-help sociology ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.488888888888889
3.73,How to Stop Feeling Like Sh*t,3.0,audiobook health inspirational mental-health non-fiction personal-development philosophy psychology self-help womens ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.916666666666666
4.15,Algorithms to Live By,5.0,audiobook business non-fiction philosophy programming psychology science self-help technology ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.729166666666664
4.51,How Not to Die,56.0,audiobook diets food health medicine non-fiction nutrition science self-help vegan ,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.68333333333333
4.2,The Upside of Stress,9.0,audiobook business health mental-health non-fiction personal-development productivity psychology science self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53125
4.03,Sleep Smarter,8.0,audiobook fitness health non-fiction personal-development productivity psychology reference science self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.694444444444445
4.06,The Five Dysfunctions of a Team,61.0,audiobook buisness business entrepreneurship leadership management non-fiction personal-development psychology self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.378787878787879
4.43,The Language of Letting Go,83.0,health inspirational mental-health non-fiction personal-development psychology reference relationships self-help spirituality ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7027777777777777
4.03,When Bad Things Happen to Good People,46.0,inspirational non-fiction philosophy psychology religion self-help spirituality theology ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7478632478632479
3.89,Crush It!,20.0,audiobook buisness business entrepreneurship leadership non-fiction personal-development productivity self-help ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.992424242424242
4.12,Just Listen,15.0,business communication leadership management non-fiction personal-development psychology relationships self-help social ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4393939393939394
4.24,The Intelligent Investor,45.0,buisness business economics finance money non-fiction personal-development personal-finance reference self-help ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3896713615023475
4.05,Real Happiness,53.0,audiobook buddhism health non-fiction personal-development philosophy psychology religion self-help spirituality ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.119047619047619
4.02,Relentless,5.0,audiobook business leadership non-fiction personal-development productivity psychology self-help sports ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.472222222222221
3.46,Calm the F*ck Down,20.0,adult audiobook health humor mental-health non-fiction personal-development psychology self-help ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.083333333333332
3.63,Life Strategies,52.0,business health inspirational non-fiction personal-development psychology reference relationships self-help spirituality ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44841269841269843
3.78,Reading People,4.0,adult audiobook books-about-books christian non-fiction personal-development psychology reference relationships self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.333333333333336
4.07,The Dance of Intimacy,24.0,communication feminism love non-fiction personal-development psychology reference relationships self-help womens ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5967741935483871
4.0,Emotional First Aid,6.0,audiobook health mental-health non-fiction personal-development psychology reference relationships science self-help ,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2738095238095237
3.57,Eat Move Sleep,33.0,business fitness food health non-fiction nutrition personal-development psychology science self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.845238095238095
4.16,The Mindful Path to Self-Compassion,18.0,buddhism health mental-health non-fiction personal-development philosophy psychology self-help social-work spirituality ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1818181818181819
3.89,Finding Your Element,56.0,audiobook business education inspirational non-fiction personal-development philosophy psychology self-help teaching ,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.357142857142857
3.76,The Marshmallow Test,8.0,audiobook business education non-fiction parenting personal-development productivity psychology science self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.347222222222221
3.66,Daily Rituals,8.0,art biography business history non-fiction personal-development productivity psychology self-help writing ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.571428571428573
4.06,Decluttering at the Speed of Life,7.0,adult audiobook how-to humor inspirational non-fiction personal-development productivity self-help ,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.125
3.87,Happier,37.0,audiobook business health non-fiction personal-development philosophy psychology science self-help ,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7884615384615383
3.87,Overwhelmed,3.0,business feminism health non-fiction parenting personal-development productivity psychology self-help sociology ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.555555555555555
3.88,18 Minutes,16.0,business health how-to leadership management non-fiction personal-development productivity psychology self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.3796296296296298
4.08,Broken Open,7.0,health inspirational memoir mental-health non-fiction personal-development psychology self-help spirituality ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3229166666666665
4.2,Reinventing Your Life,12.0,business health mental-health non-fiction personal-development psychology reference self-help spirituality ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6975308641975309
4.2,In the Meantime,82.0,inspirational love new-age non-fiction personal-development philosophy psychology relationships self-help spirituality ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2121212121212122
4.02,The E-Myth Revisited,71.0,buisness business economics entrepreneurship finance leadership management non-fiction personal-development self-help ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.6571428571428575
4.1,Antifragile,36.0,business economics finance non-fiction personal-development philosophy politics psychology science self-help ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.135416666666668
3.44,The Fine Art of Small Talk,13.0,audiobook business communication leadership non-fiction personal-development psychology relationships self-help social ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0543478260869565
4.14,Rejection Proof,2.0,audiobook business communication entrepreneurship leadership memoir non-fiction personal-development psychology self-help ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.433333333333334
4.06,Stop Walking on Eggshells,6.0,counselling health mental-health mental-illness non-fiction personal-development psychology reference relationships self-help ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9696969696969697
4.02,Embrace Your Weird,26.0,art audiobook biography business humor non-fiction personal-development psychology self-help writing ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.833333333333332
